episode,ply,player,kind,intent,from_x,from_y,to_x,to_y,drop_type,capture_value,gives_check,status,winner,timed_out,reward,target,value_before,value_after
1,510,W,0,0,3,0,3,1,0,0,0,ongoing,-,0,-0.002518,-0.018151,0.012202,0.016455
1,511,B,0,0,8,6,8,5,0,0,0,ongoing,-,0,-0.026400,-0.038493,0.015747,0.012730
1,512,W,0,0,3,1,4,1,0,0,0,ongoing,-,0,-0.014282,-0.023475,0.011433,0.009677
1,513,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.002663,-0.013096,0.008861,0.010981
1,514,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.022670,-0.038458,0.010467,0.016619
1,515,B,0,1,1,1,0,1,0,0,0,ongoing,-,0,0.004323,-0.002905,0.015443,0.007608
1,516,W,0,0,3,2,3,1,0,0,0,ongoing,-,0,0.015692,0.004848,0.007178,0.011415
1,517,B,0,0,8,5,8,4,0,0,0,ongoing,-,0,-0.026440,-0.034388,0.011360,0.008367
1,518,W,0,0,3,1,4,1,0,0,0,ongoing,-,0,-0.014322,-0.019638,0.007265,0.005596
1,519,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.002703,-0.009347,0.004962,0.006994
1,520,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.022710,-0.034832,0.006656,0.012760
1,521,B,0,1,1,1,0,1,0,0,0,ongoing,-,0,0.004283,0.000440,0.011755,0.004046
1,522,W,0,0,3,2,3,1,0,0,0,ongoing,-,0,0.015652,0.008130,0.003778,0.007917
1,523,B,0,0,8,4,8,3,0,0,0,ongoing,-,0,-0.026480,-0.031273,0.008020,0.005046
1,524,W,0,0,3,1,4,1,0,0,0,ongoing,-,0,-0.014362,-0.016727,0.004092,0.002490
1,525,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.002743,-0.006505,0.001995,0.003959
1,526,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.022750,-0.032083,0.003757,0.009825
1,527,B,0,1,1,1,0,1,0,0,0,ongoing,-,0,0.004243,0.002975,0.008950,0.001335
1,528,W,0,0,3,2,3,1,0,0,0,ongoing,-,0,0.015612,0.010616,0.001193,0.005258
1,529,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.043020,-0.056740,0.005483,0.014443
1,530,W,0,0,3,1,4,1,0,0,0,ongoing,-,0,0.168848,0.168436,0.012839,0.000434
1,531,B,0,0,0,1,0,2,0,0,0,ongoing,-,0,-0.026533,-0.031544,0.004332,0.005275
1,532,W,0,0,4,1,3,0,0,0,0,ongoing,-,0,-0.023165,-0.032909,0.004397,0.010256
1,533,B,0,0,1,1,1,0,0,0,0,ongoing,-,0,-0.003422,-0.014159,0.009340,0.011303
1,534,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,0.166697,0.165258,0.010689,0.001515
1,535,B,0,0,0,2,0,1,0,0,0,ongoing,-,0,-0.026560,-0.032587,0.005397,0.006345
1,536,W,0,0,4,0,3,0,0,0,0,ongoing,-,0,-0.019317,-0.031561,0.005412,0.012889
1,537,B,0,1,1,0,0,1,0,0,0,ongoing,-,0,0.180677,0.177447,0.011958,0.003400
1,538,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.014455,-0.020134,0.007465,0.005978
1,539,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.001337,-0.008167,0.005338,0.007190
1,540,W,0,0,4,0,5,1,0,0,0,ongoing,-,0,-0.026218,-0.031847,0.006876,0.005925
1,541,B,0,0,1,1,2,1,0,0,0,ongoing,-,0,-0.003100,-0.009838,0.005005,0.007093
1,542,W,0,0,5,1,6,1,0,0,0,ongoing,-,0,-0.031607,-0.036008,0.006733,0.004633
1,543,B,0,0,8,3,8,2,0,0,0,ongoing,-,0,0.001387,-0.002922,0.003595,0.004535
1,544,W,0,0,6,1,5,1,0,0,0,ongoing,-,0,0.001380,-0.002925,0.004380,0.004532
1,545,B,0,0,8,2,8,1,0,0,0,ongoing,-,0,-0.003627,-0.008656,0.004354,0.005294
1,546,W,0,0,5,1,4,2,0,0,0,ongoing,-,0,-0.018383,-0.029333,0.004970,0.011526
1,547,B,0,0,2,1,2,2,0,0,0,ongoing,-,0,-0.011265,-0.026893,0.010669,0.016451
1,548,W,0,0,4,2,5,2,0,0,0,ongoing,-,0,0.165728,0.163648,0.015435,0.002190
1,549,B,0,0,8,1,8,2,0,0,0,ongoing,-,0,-0.003653,-0.010235,0.005983,0.006928
1,550,W,0,0,5,2,4,1,0,0,0,ongoing,-,0,-0.018410,-0.031003,0.006523,0.013256
1,551,B,0,0,2,2,2,1,0,0,0,ongoing,-,0,-0.011292,-0.028622,0.012314,0.018242
1,552,W,0,0,4,1,5,0,0,0,0,ongoing,-,0,0.160327,0.158366,0.017130,0.002064
1,553,B,0,0,2,1,2,0,0,0,0,ongoing,-,0,-0.003555,-0.010915,0.005600,0.007747
1,554,W,0,0,5,0,4,0,0,0,0,ongoing,-,0,-0.019437,-0.034103,0.007341,0.015438
1,555,B,0,0,2,0,1,0,0,0,0,ongoing,-,0,0.166557,0.160592,0.014372,0.006279
1,556,W,0,0,4,0,3,0,0,0,0,ongoing,-,0,-0.019450,-0.036901,0.010044,0.018369
1,557,B,0,1,1,0,0,1,0,0,0,ongoing,-,0,0.180543,0.173328,0.017159,0.007595
1,558,W,0,0,3,0,3,1,0,0,0,ongoing,-,0,-0.002838,-0.018422,0.011526,0.016403
1,559,B,0,0,8,2,8,1,0,0,0,ongoing,-,0,-0.026720,-0.038242,0.015662,0.012128
1,560,W,0,0,3,1,4,1,0,0,0,ongoing,-,0,-0.014602,-0.023049,0.010762,0.008891
1,561,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.002983,-0.012754,0.008052,0.010284
1,562,W,0,0,4,1,4,2,0,0,0,ongoing,-,0,-0.031740,-0.038899,0.009767,0.007536
1,563,B,0,0,1,1,1,2,0,0,0,ongoing,-,0,-0.003247,-0.011333,0.006324,0.008512
1,564,W,0,0,4,2,4,1,0,0,0,ongoing,-,0,-0.031753,-0.037333,0.008072,0.005874
1,565,B,0,0,1,2,2,3,0,0,0,ongoing,-,0,-0.014885,-0.024147,0.004740,0.009749
1,566,W,0,0,4,1,4,2,0,0,0,ongoing,-,0,-0.011392,-0.024081,0.009041,0.013358
1,567,B,0,0,2,3,1,3,0,0,0,ongoing,-,0,-0.033523,-0.037451,0.012513,0.004135
1,568,W,0,0,4,2,4,3,0,0,0,ongoing,-,0,-0.003280,-0.006207,0.002884,0.003081
1,569,B,0,0,0,1,0,2,0,0,0,ongoing,-,0,-0.026787,-0.030387,0.002853,0.003790
1,570,W,0,0,4,3,4,2,0,0,0,ongoing,-,0,-0.031793,-0.032591,0.002938,0.000840
1,571,B,0,0,1,3,2,4,0,0,0,ongoing,-,0,-0.014925,-0.019599,-0.000054,0.004920
1,572,W,0,0,4,2,4,3,0,0,0,ongoing,-,0,-0.011432,-0.019622,0.004437,0.008621
1,573,B,0,0,2,4,2,3,0,0,0,ongoing,-,0,-0.011438,-0.024803,0.008004,0.014068
1,574,W,0,0,4,3,5,3,0,0,0,ongoing,-,0,0.165555,0.166445,0.013154,-0.000937
1,575,B,0,0,8,1,8,2,0,0,0,ongoing,-,0,-0.026827,-0.030676,0.003110,0.004052
1,576,W,0,0,5,3,5,4,0,0,0,ongoing,-,0,-0.031833,-0.032831,0.003180,0.001050
1,577,B,0,0,2,3,2,4,0,0,0,ongoing,-,0,-0.003340,-0.005452,0.000138,0.002223
1,578,W,0,0,5,4,5,3,0,0,0,ongoing,-,0,-0.031847,-0.031821,0.002081,-0.000027
1,579,B,0,0,8,2,8,3,0,0,0,ongoing,-,0,0.001147,0.001098,-0.000888,0.000051
1,580,W,0,0,5,3,5,4,0,0,0,ongoing,-,0,0.001140,0.000893,0.000101,0.000260
1,581,B,0,0,8,3,8,4,0,0,0,ongoing,-,0,-0.003867,-0.005026,0.000281,0.001220
1,582,W,0,0,5,4,4,3,0,0,0,ongoing,-,0,-0.018623,-0.026576,0.001082,0.008371
1,583,B,0,0,2,4,2,3,0,0,0,ongoing,-,0,-0.011505,-0.024636,0.007649,0.013823
1,584,W,0,0,4,3,5,3,0,0,0,ongoing,-,0,0.165488,0.166892,0.012913,-0.001477
1,585,B,0,0,8,4,8,3,0,0,0,ongoing,-,0,-0.003893,-0.007297,0.002637,0.003583
1,586,W,0,0,5,3,4,2,0,0,0,ongoing,-,0,-0.018650,-0.028915,0.003323,0.010805
1,587,B,0,0,2,3,2,2,0,0,0,ongoing,-,0,-0.011532,-0.027016,0.009959,0.016299
1,588,W,0,0,4,2,5,2,0,0,0,ongoing,-,0,0.165462,0.164975,0.015252,0.000512
1,589,B,0,0,8,3,8,2,0,0,0,ongoing,-,0,-0.003920,-0.009129,0.004532,0.005483
1,590,W,0,0,5,2,4,1,0,0,0,ongoing,-,0,-0.018677,-0.030825,0.005124,0.012788
1,591,B,0,0,2,2,2,1,0,0,0,ongoing,-,0,-0.011558,-0.028972,0.011840,0.018331
1,592,W,0,0,4,1,5,1,0,0,0,ongoing,-,0,0.165435,0.163437,0.017170,0.002104
1,593,B,0,0,8,2,8,1,0,0,0,ongoing,-,0,-0.003947,-0.010603,0.006050,0.007007
1,594,W,0,0,5,1,4,2,0,0,0,ongoing,-,0,-0.018703,-0.032385,0.006567,0.014402
1,595,B,0,0,2,1,2,0,0,0,0,ongoing,-,0,-0.033210,-0.041057,0.013370,0.008260
1,596,W,0,0,4,2,4,1,0,0,0,ongoing,-,0,-0.011592,-0.022843,0.006822,0.011843
1,597,B,0,0,2,0,2,1,0,0,0,ongoing,-,0,-0.011223,-0.027956,0.011058,0.017614
1,598,W,0,0,4,1,5,1,0,0,0,ongoing,-,0,0.162395,0.160490,0.016496,0.002005
1,599,B,0,0,2,1,1,2,0,0,0,ongoing,-,0,-0.026987,-0.031075,0.005937,0.004304
1,600,W,0,0,5,1,4,2,0,0,0,ongoing,-,1,-0.993993,-0.993993,0.003357,0.000000
